id,branch_group,branch_no,name_en,name_zh,brand_en,brand_zh,category,subcategory,lat,lng,area,address_en,address_zh,best_time,tags,food_type,halal_status,price_level,recommended_duration_min,description_en,description_zh,why_visit_en,why_visit_zh,map_url,official_url,status,verification_status,last_checked,source_note,is_chain,is_food,is_temple,is_transport_related
kellies-castle,kellies-castle,1,Kellie's Castle,凯利古堡,Kellie's Castle,凯利古堡,heritage,castle,4.4741,101.0917,Batu Gajah,Batu Gajah,华都牙也,morning|afternoon,heritage|castle|photo|day_trip,,unknown,$$,120,"Historic castle outside Ipoh, better as a day-trip extension.",怡保市区外的历史古堡，较适合作为半日延伸。,Useful long-distance node when travellers have a car.,旅客有车时可作为较远路线节点。,https://maps.google.com/?q=Kellie%27s+Castle,,active,community_suggested,2026-06-02,Outside Ipoh city; verify travel time.,false,false,false,false
tt5-tin-dredge,tt5,1,Tanjung Tualang Tin Dredge No. 5,丹绒端朗五号铁船,TT5,五号铁船,heritage,mining_heritage,4.3268,101.0615,Tanjung Tualang,Tanjung Tualang,丹绒端朗,morning|afternoon,tin_mining|heritage|day_trip,,unknown,$$,120,Tin dredge heritage site connected to Perak mining history.,与霹雳锡矿历史有关的铁船遗址。,Good extended route for visitors interested in mining heritage.,适合对锡矿历史有兴趣的延伸路线。,https://maps.google.com/?q=Tanjung+Tualang+Tin+Dredge+No+5,,active,community_suggested,2026-06-02,Outside Ipoh; verify access.,false,false,false,false
gopeng-heritage-house,gopeng-heritage,1,Gopeng Heritage House,务边文物馆,Gopeng Heritage House,务边文物馆,heritage,heritage_house,4.4715,101.1662,Gopeng,Gopeng,务边,morning|afternoon,heritage|day_trip|culture,,unknown,$,75,Heritage house in Gopeng for extended Ipoh-area routes.,务边的文物馆，适合怡保周边延伸路线。,Good pairing with Gopeng nature and day trips.,可和务边自然路线组合。,https://maps.google.com/?q=Gopeng+Heritage+House,,active,needs_verification,2026-06-02,Outside Ipoh; verify hours.,false,false,false,false
gopeng-white-water,gopeng-rafting,1,Gopeng White Water Rafting Area,务边激流区,Gopeng White Water Rafting,务边激流,nature,adventure,4.4631,101.1722,Gopeng,Gopeng,务边,morning|afternoon,rafting|adventure|nature|day_trip,,unknown,$$$,240,Adventure area around Gopeng for rafting operators.,务边一带激流活动区域。,Separate active day-trip route rather than casual city stop.,较适合独立户外半日路线。,https://maps.google.com/?q=Gopeng+White+Water+Rafting,,active,needs_verification,2026-06-02,Verify operator and safety details.,false,false,false,false
tambun-cave-cluster,tambun-caves,1,Tambun Cave Cluster,打扪洞穴群,Tambun Cave Cluster,打扪洞穴群,nature,limestone_caves,4.626,101.15,Tambun,Tambun,打扪,morning|afternoon,limestone|cave|nature,,unknown,$,90,Limestone cave area reference near Tambun.,打扪附近石灰岩洞穴区域参考。,Useful as a geological context node near hot springs.,靠近温泉，适合作为地质脉络节点。,https://maps.google.com/?q=Tambun+Cave+Ipoh,,active,needs_verification,2026-06-02,Area placeholder; verify access.,false,false,false,false
ipoh-airport,ipoh-airport,1,Sultan Azlan Shah Airport,苏丹阿兹兰沙机场,Sultan Azlan Shah Airport,怡保机场,transport,airport,4.5683,101.0921,Gunung Rapat,Jalan Lapangan Terbang,机场路,morning|afternoon|evening|night,airport|transport|arrival,,unknown,$,20,Ipoh airport and transport arrival node.,怡保机场交通抵达节点。,Important for travellers planning route order from arrival.,旅客从机场抵达时可决定路线顺序。,https://maps.google.com/?q=Sultan+Azlan+Shah+Airport,,active,community_suggested,2026-06-02,Verify flight and transport.,false,false,false,true
amanjaya-terminal,amanjaya-terminal,1,Amanjaya Bus Terminal,Amanjaya 巴士总站,Amanjaya Bus Terminal,Amanjaya 巴士总站,transport,bus_terminal,4.67242,101.07418,Meru,Bandar Meru Raya,美鲁,morning|afternoon|evening|night,bus_terminal|transport|arrival,,unknown,$,25,Main express bus terminal north of Ipoh.,怡保北部主要长途巴士总站。,Important arrival/departure node for overland travellers.,陆路旅客抵达和离开时的重要节点。,https://maps.google.com/?q=Amanjaya+Bus+Terminal,,active,community_suggested,2026-06-02,Verify route transfer.,false,false,false,true
medan-kidd-bus-station,medan-kidd,1,Medan Kidd Bus Station,美丹杰巴士站,Medan Kidd Bus Station,美丹杰巴士站,transport,local_bus_station,4.59746,101.07174,Old Town,Medan Kidd,火车站附近,morning|afternoon|evening,bus|transport|old_town,,unknown,$,25,Local bus station near Ipoh Railway Station.,靠近怡保火车站的本地巴士站。,Important public-transport connector for Old Town routes.,旧街场公共交通路线的重要连接点。,https://maps.google.com/?q=Medan+Kidd+Bus+Station,,active,community_suggested,2026-06-02,Verify BAS.MY stop details.,false,false,false,true
greentown-business-centre,greentown-business,1,Greentown Business Centre,绿城商业中心,Greentown Business Centre,绿城商业中心,shopping,business_district,4.6078,101.0961,Greentown,Greentown,绿城,afternoon|evening|night,business_area|food|shopping,,mixed,$$,60,Business and dining area near central Ipoh hotels.,靠近市区酒店的商业与餐饮区。,Useful practical node for hotel-based travellers.,适合以酒店为中心规划的旅客。,https://maps.google.com/?q=Greentown+Business+Centre+Ipoh,,active,community_suggested,2026-06-02,Seed civic data.,false,false,false,false
meru-raya,meru-raya,1,Meru Raya,美鲁拉也,Meru Raya,美鲁拉也,shopping,township,4.6731,101.0731,Meru,Bandar Meru Raya,美鲁,afternoon|evening,township|shopping|transport,,unknown,$$,75,Township area around Amanjaya and northern Ipoh.,Amanjaya 与怡保北部周边城镇区。,Useful when travellers arrive by express bus.,旅客搭长途巴士抵达时很有用。,https://maps.google.com/?q=Meru+Raya+Ipoh,,active,community_suggested,2026-06-02,Area placeholder.,false,false,false,true
mydin-meru-raya,mydin-meru,1,Mydin Meru Raya,Mydin 美鲁,Mydin,Mydin,shopping,hypermarket,4.6741,101.0759,Meru,Meru Raya,美鲁,afternoon|evening,shopping|hypermarket|transport,,halal,$$,60,Hypermarket stop near Amanjaya terminal.,靠近 Amanjaya 总站的大型超市。,Practical supply stop for bus-arrival travellers.,长途巴士抵达旅客补给很实用。,https://maps.google.com/?q=Mydin+Meru+Raya,,active,community_suggested,2026-06-02,Seed civic data.,true,false,false,true
bulatan-amanjaya,bulatan-amanjaya,1,Bulatan Amanjaya,Amanjaya 环岛,Bulatan Amanjaya,Amanjaya 环岛,transport,landmark,4.6728,101.0789,Meru,Meru Raya,美鲁,morning|afternoon|evening,transport|landmark|wayfinding,,unknown,$,10,Wayfinding landmark around Meru Raya transport area.,美鲁交通区的辨识地标。,Helps explain northern transport route geometry.,有助理解怡保北部交通路线。,https://maps.google.com/?q=Bulatan+Amanjaya,,active,needs_verification,2026-06-02,Wayfinding placeholder.,false,false,false,true
